kind,repeat,count,index,metric,value
sample,0,8,0,post_teardown_rss_delta_from_baseline_kib,596.000000
sample,0,8,0,post_connection_close_rss_delta_kib,0.000000
sample,1,8,0,sequential_create_ms,0.264035
sample,1,8,1,sequential_create_ms,0.204853
sample,1,8,2,sequential_create_ms,0.186243
sample,1,8,3,sequential_create_ms,0.209143
sample,1,8,4,sequential_create_ms,0.223044
sample,1,8,5,sequential_create_ms,0.218944
sample,1,8,6,sequential_create_ms,0.201833
sample,1,8,7,sequential_create_ms,0.213734
sample,1,8,0,sequential_create_wall_ms,1.794940
sample,1,8,0,sequential_idle_rss_before_kib,12920.000000
sample,1,8,0,sequential_idle_rss_after_kib,12920.000000
sample,1,8,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,1,8,0,sequential_teardown_wall_ms,0.572899
sample,1,8,6,concurrent_create_ms,0.924275
sample,1,8,7,concurrent_create_ms,0.925935
sample,1,8,0,concurrent_create_ms,0.990276
sample,1,8,1,concurrent_create_ms,0.982516
sample,1,8,2,concurrent_create_ms,0.978696
sample,1,8,3,concurrent_create_ms,0.975106
sample,1,8,4,concurrent_create_ms,0.971295
sample,1,8,5,concurrent_create_ms,0.966845
sample,1,8,0,concurrent_create_wall_ms,1.072477
sample,1,8,0,concurrent_idle_rss_before_kib,12920.000000
sample,1,8,0,concurrent_idle_rss_after_kib,12920.000000
sample,1,8,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,1,8,32,active_idle_connections,32.000000
sample,1,8,32,active_connection_rss_delta_kib,24.000000
sample,1,8,32,active_connection_rss_delta_per_connection_kib,0.750000
sample,1,8,0,concurrent_teardown_wall_ms,0.801543
sample,1,8,0,post_teardown_rss_delta_from_baseline_kib,24.000000
sample,1,8,0,post_connection_close_rss_delta_kib,0.000000
sample,2,8,0,sequential_create_ms,0.247215
sample,2,8,1,sequential_create_ms,0.203373
sample,2,8,2,sequential_create_ms,0.212834
sample,2,8,3,sequential_create_ms,0.210103
sample,2,8,4,sequential_create_ms,0.224293
sample,2,8,5,sequential_create_ms,0.194814
sample,2,8,6,sequential_create_ms,0.199023
sample,2,8,7,sequential_create_ms,0.215334
sample,2,8,0,sequential_create_wall_ms,1.779070
sample,2,8,0,sequential_idle_rss_before_kib,12944.000000
sample,2,8,0,sequential_idle_rss_after_kib,12944.000000
sample,2,8,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,2,8,0,sequential_teardown_wall_ms,0.723082
sample,2,8,5,concurrent_create_ms,0.412127
